Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
1602,Game Day,1624,1624,0,2019.csv,2019,100%,-
1603,Henchmen,1469,1469,0,2018.csv,2018,100%,-
1604,That Way Madness Lies...,1447,1447,0,2018.csv,2018,100%,-
1605,Beauty and the Beholder,1368,1368,0,2018.csv,2018,100%,-
1606,The Hours and Times,1273,1273,0,2019.csv,2019,100%,-
1607,Altered Perception,1259,1259,0,2018.csv,2018,100%,-
1608,Two Men Went to War 2018 Re-release,1227,1227,0,2018.csv,2018,100%,-
1609,Under the Turban,1190,1190,0,2018.csv,2018,100%,-
1610,Half Brothers,1100,1100,0,2018.csv,2018,100%,-
1611,Invisible Hands,1034,1034,0,2018.csv,2018,100%,-
1612,TVTV: Video Revolutionaries,812,812,0,2018.csv,2018,100%,-
1613,The Untold Story,790,790,0,2019.csv,2019,100%,-
1614,The Portal,685,0,685,2019.csv,2019,-,100%
1615,Higher Power,528,528,0,2018.csv,2018,100%,-
1616,A Quiet Place Part II,163,0,163,2020.csv,2020,-,100%
